wave,var_name,question,options,n_options,pct_answered
W92,INSTN_BNKS,Are each of the following having a positive or negative effect on the way things are going in the country these days? Banks and other financial institutions,Positive effect | Negative effect,2,46.7
W92,INSTN_TECHCMP,Are each of the following having a positive or negative effect on the way things are going in the country these days? Technology companies,Positive effect | Negative effect,2,46.7
W92,DIFFPARTY,"Thinking about the Democratic and Republican parties, would you say there is…",A great deal of difference in what they stand for | A fair amount of difference in what they stand for | Hardly any difference at all in what they stand for,3,93.6
W92,NATPROBS_c,NATPROBS_c_W92. How much of a problem do you think each of the following are in the country today? The federal budget deficit,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,93.6
W92,NATPROBS_e,NATPROBS_e_W92. How much of a problem do you think each of the following are in the country today? Racism,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,93.6
W92,NATPROBS_g,NATPROBS_g_W92. How much of a problem do you think each of the following are in the country today? Illegal immigration,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,93.6
W92,NATPROBS_i,NATPROBS_i_W92. How much of a problem do you think each of the following are in the country today? Climate change,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,93.6
W92,NATPROBS_j,NATPROBS_j_W92. How much of a problem do you think each of the following are in the country today? Violent crime,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,93.6
W92,NATPROBS_m,NATPROBS_m_W92. How much of a problem do you think each of the following are in the country today? Economic inequality,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,93.6
W92,NATPROBS_1,"Of these, which would you say is the Biggest problem in the country today?",The federal budget deficit | Racism | Illegal immigration | Climate change | Violent crime | Economic inequality,6,77.6
W92,GOVSIZE1,"If you had to choose, would you rather have…",A smaller government providing fewer services | A bigger government providing more services,2,93.6
W92,GOVSIZE2,"When you say you favor a smaller government providing fewer services, do you think it would be better to…",Eliminate most current government services | Modestly reduce current government services,2,47.4
W92,GOVSIZE3,"When you say you favor a bigger government providing more services, do you think it would be better to…",Modestly expand on current government services | Greatly expand on current government services,2,44.6
W92,USEXCEPT,Which of these statements best describes your opinion about the United States?,"The U.S. stands above all other countries in the world | The U.S. is one of the greatest countries in the world, along with some others | There are other countries that are better than the U.S.",3,93.6
W92,WOMENOBS,Please choose the statement that comes closer to your own views – even if neither is exactly right.,The obstacles that once made it harder for women than men to get ahead are now largely gone | There are still significant obstacles that make it harder for women to get ahead than men,2,93.6
W92,ECONFAIR,Please choose the statement that comes closer to your own views – even if neither is exactly right.,The economic system in this country unfairly favors powerful interests | The economic system in this country is generally fair to most Americans,2,93.6
W92,OPENIDEN,Please choose the statement that comes closer to your own views – even if neither is exactly right.,"America’s openness to people from all over the world is essential to who we are as a nation | If America is too open to people from all over the world, we risk losing our identity as a nation",2,93.6
W92,VTRGHTPRIV1,Please choose the statement that comes closer to your own views – even if neither is exactly right.,Voting is a fundamental right for every adult U.S. citizen and should not be restricted in any way | Voting is a privilege that comes with responsibilities and can be limited if adult U.S. citizens don’t meet some require,2,93.6
W92,ALLIES,Please choose the statement that comes closer to your own views – even if neither is exactly right.,"In foreign policy, the U.S. should take into account the interests of its allies even if it means making compromises wit | In foreign policy, the U.S. should follow its own national interests even when its allies strongly disagree",2,93.6
W92,PEACESTR,Please choose the statement that comes closer to your own views – even if neither is exactly right.,The best way to ensure peace is through military strength | Good diplomacy is the best way to ensure peace,2,93.6
W92,GOVWASTE,Please choose the statement that comes closer to your own views – even if neither is exactly right.,Government is almost always wasteful and inefficient | Government often does a better job than people give it credit for,2,93.6
W92,COMPROMISEVAL,Please choose the statement that comes closer to your own views – even if neither is exactly right.,"Compromise in politics is really just selling out on what you believe in | Compromise is how things get done in politics, even though it sometimes means sacrificing your beliefs",2,93.6
W92,POORASSIST,"Thinking about assistance the government provides to people in need, do you think the government…",Should provide more assistance | Should provide less assistance | Is providing about the right amount of assistance,3,93.6
W92,PAR2CHILD,Children with two parents are…,Better off when a parent stays home to focus on the family | Just as well off when their parents work outside the home,2,93.6
W92,PAR2CHILDa,"PAR2CHILDa_W92. If one parent is able to stay home to focus on the family, is it generally better if that parent is the...",Mother | Father | It doesn’t matter which parent stays home,3,51.8
W92,POLICY3MOD,"In general, would you say experts who study a subject for many years are…",Usually BETTER at making good policy decisions about that subject than other people | Usually WORSE at making good policy decisions about that subject than other people | NEITHER BETTER NOR WORSE at making good policy decisions about that subject than other people,3,93.6
W92,WHADVANT,"In general, how much do White people benefit from advantages in society that Black people do not have?",A great deal | A fair amount | Not too much | Not at all,4,93.6
W92,SUPERPWR,"In the future, do you think...",U.S. policies should try to keep it so America is the only military superpower | It would be acceptable if another country became as militarily powerful as the U.S.,2,93.6
W92,IL_IMM_PRI,What should be the priority for dealing with Illegal immigration in the U.S.?,Better border security and stronger enforcement of our immigration laws | Creating a way for immigrants already here illegally to become citizens if they meet certain requirements | Both should be given equal priority,3,93.6
W92,BILLION,Do you think the fact that there are some people in this country who have personal fortunes of a billion dollars or more is…,A good thing for the country | A bad thing for the country | Neither a good thing or a bad thing,3,93.6
W92,GLBLZE,"All in all, would you say that the U.S. has...",Gained more than it has lost from increased trade | Lost more than it has gained from increased trade,2,46.7
W92,GLBLZEREV,"All in all, would you say that the U.S. has...",Lost more than it has gained from increased trade | Gained more than it has lost from increased trade,2,46.9
W92,FP_AUTH,"In foreign policy, the U.S. should...","Work with any country to achieve U.S. goals, even if that sometimes means working closely with dictators or countries th | Not work with dictators or countries that do not share our democratic values, even if that sometimes makes it harder to",2,93.6
