wave,var_name,question,n_options,option_labels,dist_overall,dist_rep,dist_dem,n_overall,n_rep,n_dem,partisan_gap,error
W54,INEQ8_d,"INEQ8_d_W54. How much, if at all, do you think each of the following proposals would do to reduce economic inequality in the U.S.? Expanding Medicare so that it covers Americans of all ages",4,"[""A great deal"", ""A fair amount"", ""Not too much"", ""Nothing at all""]","[0.4108, 0.2655, 0.1755, 0.1483]","[0.1671, 0.2302, 0.2892, 0.3135]","[0.597, 0.291, 0.0874, 0.0247]",3442,1457,1876,0.4031,
W54,INEQ8_e,"INEQ8_e_W54. How much, if at all, do you think each of the following proposals would do to reduce economic inequality in the U.S.? Ensuring that workers have the skills they need for today’s jobs",4,"[""A great deal"", ""A fair amount"", ""Not too much"", ""Nothing at all""]","[0.5803, 0.3486, 0.0541, 0.017]","[0.5041, 0.4059, 0.0629, 0.027]","[0.6422, 0.3021, 0.0465, 0.0091]",3442,1457,1876,0.0634,
W54,INEQ8_f,"INEQ8_f_W54. How much, if at all, do you think each of the following proposals would do to reduce economic inequality in the U.S.? Making college tuition free at public two-year colleges",4,"[""A great deal"", ""A fair amount"", ""Not too much"", ""Nothing at all""]","[0.4313, 0.3001, 0.1616, 0.1069]","[0.2294, 0.2717, 0.2609, 0.238]","[0.5734, 0.3177, 0.0943, 0.0146]",3436,1409,1925,0.3192,
W54,INEQ8_g,"INEQ8_g_W54. How much, if at all, do you think each of the following proposals would do to reduce economic inequality in the U.S.? Eliminating college debt",4,"[""A great deal"", ""A fair amount"", ""Not too much"", ""Nothing at all""]","[0.3871, 0.2987, 0.1798, 0.1344]","[0.1901, 0.2418, 0.2747, 0.2934]","[0.5284, 0.3337, 0.1135, 0.0245]",3436,1409,1925,0.3458,
W54,INEQ8_h,"INEQ8_h_W54. How much, if at all, do you think each of the following proposals would do to reduce economic inequality in the U.S.? Reducing illegal immigration",4,"[""A great deal"", ""A fair amount"", ""Not too much"", ""Nothing at all""]","[0.2636, 0.2269, 0.3424, 0.1671]","[0.4925, 0.2949, 0.1618, 0.0508]","[0.0929, 0.1822, 0.4713, 0.2537]",3436,1409,1925,0.3716,
W54,INEQ8_i,"INEQ8_i_W54. How much, if at all, do you think each of the following proposals would do to reduce economic inequality in the U.S.? Expanding government benefits for the poor",4,"[""A great deal"", ""A fair amount"", ""Not too much"", ""Nothing at all""]","[0.2883, 0.3232, 0.2461, 0.1424]","[0.1223, 0.2124, 0.3612, 0.304]","[0.4047, 0.4042, 0.1635, 0.0276]",3436,1409,1925,0.3443,
W54,INEQ8_j,"INEQ8_j_W54. How much, if at all, do you think each of the following proposals would do to reduce economic inequality in the U.S.? Breaking up large corporations",4,"[""A great deal"", ""A fair amount"", ""Not too much"", ""Nothing at all""]","[0.2586, 0.324, 0.2781, 0.1393]","[0.1304, 0.2522, 0.3537, 0.2637]","[0.3548, 0.3726, 0.2219, 0.0508]",3436,1409,1925,0.2607,
W54,INEQ9,"In order to address economic inequality in this country, do you think it would be better for the government to…",2,"[""Give direct assistance to people who are poor in the form of cash payments or tax credits"", ""Invest in education and job training programs for people who are poor""]","[0.1331, 0.8669]","[0.0611, 0.9389]","[0.1875, 0.8125]",6878,2866,3801,0.1264,
W54,INEQ10,"In order to address economic inequality in this country, do you think the government…",2,"[""Should raise taxes on the wealthiest Americans"", ""Should NOT raise taxes on the wealthiest Americans""]","[0.7077, 0.2923]","[0.4168, 0.5832]","[0.922, 0.078]",3442,1457,1876,0.5053,
W54,INEQ11,"In order to address economic inequality in this country, do you think the government…",2,"[""Should raise taxes on people like you"", ""Should NOT raise taxes on people like you""]","[0.1162, 0.8838]","[0.0304, 0.9696]","[0.184, 0.816]",3436,1409,1925,0.1536,
W54,ECON5_a,ECON5_a_W54. Do you think the country’s current economic conditions are helping or hurting the following groups? You and your family,5,"[""Helping a lot"", ""Helping a little"", ""Hurting a little"", ""Hurting a lot"", ""Neither helping nor hurting""]","[0.0919, 0.24, 0.3059, 0.1391, 0.2231]","[0.1514, 0.3001, 0.2112, 0.0798, 0.2576]","[0.0506, 0.2005, 0.3751, 0.1783, 0.1955]",6878,2866,3801,0.0999,
W54,ECON5_b,ECON5_b_W54. Do you think the country’s current economic conditions are helping or hurting the following groups? People who are wealthy,5,"[""Helping a lot"", ""Helping a little"", ""Hurting a little"", ""Hurting a lot"", ""Neither helping nor hurting""]","[0.5708, 0.1627, 0.0573, 0.0353, 0.1739]","[0.3889, 0.2562, 0.0688, 0.0319, 0.2542]","[0.7178, 0.0939, 0.0456, 0.0365, 0.1062]",3442,1457,1876,0.1967,
W54,ECON5_c,ECON5_c_W54. Do you think the country’s current economic conditions are helping or hurting the following groups? The middle class,5,"[""Helping a lot"", ""Helping a little"", ""Hurting a little"", ""Hurting a lot"", ""Neither helping nor hurting""]","[0.0982, 0.2102, 0.3216, 0.2888, 0.0812]","[0.199, 0.3003, 0.2399, 0.1581, 0.1026]","[0.0246, 0.1446, 0.3862, 0.3851, 0.0595]",3442,1457,1876,0.1829,
W54,ECON5_d,ECON5_d_W54. Do you think the country’s current economic conditions are helping or hurting the following groups? People who are poor,5,"[""Helping a lot"", ""Helping a little"", ""Hurting a little"", ""Hurting a lot"", ""Neither helping nor hurting""]","[0.1127, 0.1614, 0.1423, 0.5126, 0.071]","[0.2379, 0.2795, 0.154, 0.2288, 0.0999]","[0.022, 0.074, 0.1308, 0.7276, 0.0456]",3442,1457,1876,0.284,
W54,ECON5_e,ECON5_e_W54. Do you think the country’s current economic conditions are helping or hurting the following groups? Older adults,5,"[""Helping a lot"", ""Helping a little"", ""Hurting a little"", ""Hurting a lot"", ""Neither helping nor hurting""]","[0.0793, 0.1844, 0.2819, 0.3495, 0.1048]","[0.1436, 0.2594, 0.2406, 0.2157, 0.1408]","[0.0333, 0.1304, 0.3178, 0.4428, 0.0757]",3442,1457,1876,0.1442,
W54,ECON5_f,ECON5_f_W54. Do you think the country’s current economic conditions are helping or hurting the following groups? Young adults,5,"[""Helping a lot"", ""Helping a little"", ""Hurting a little"", ""Hurting a lot"", ""Neither helping nor hurting""]","[0.1077, 0.1739, 0.3105, 0.3102, 0.0977]","[0.2199, 0.2693, 0.2408, 0.1336, 0.1364]","[0.0247, 0.1037, 0.3652, 0.4441, 0.0623]",3442,1457,1876,0.2166,
W54,ECON5_g,ECON5_g_W54. Do you think the country’s current economic conditions are helping or hurting the following groups? People who are white,5,"[""Helping a lot"", ""Helping a little"", ""Hurting a little"", ""Hurting a lot"", ""Neither helping nor hurting""]","[0.231, 0.2487, 0.1737, 0.0647, 0.282]","[0.1546, 0.2336, 0.1632, 0.0654, 0.3832]","[0.2914, 0.2629, 0.1776, 0.0643, 0.2039]",3436,1409,1925,0.1656,
W54,ECON5_h,ECON5_h_W54. Do you think the country’s current economic conditions are helping or hurting the following groups? People who are black,5,"[""Helping a lot"", ""Helping a little"", ""Hurting a little"", ""Hurting a lot"", ""Neither helping nor hurting""]","[0.1349, 0.1538, 0.2388, 0.2792, 0.1933]","[0.282, 0.2187, 0.1511, 0.0597, 0.2885]","[0.0284, 0.1104, 0.3002, 0.4432, 0.1178]",3436,1409,1925,0.2498,
W54,ECON5_i,ECON5_i_W54. Do you think the country’s current economic conditions are helping or hurting the following groups? People who are Hispanic,5,"[""Helping a lot"", ""Helping a little"", ""Hurting a little"", ""Hurting a lot"", ""Neither helping nor hurting""]","[0.1393, 0.1606, 0.2564, 0.2431, 0.2008]","[0.2744, 0.2339, 0.148, 0.0606, 0.283]","[0.0426, 0.1116, 0.3311, 0.3779, 0.1368]",3436,1409,1925,0.2258,
W54,ECON5_j,ECON5_j_W54. Do you think the country’s current economic conditions are helping or hurting the following groups? People without college degrees,5,"[""Helping a lot"", ""Helping a little"", ""Hurting a little"", ""Hurting a lot"", ""Neither helping nor hurting""]","[0.0864, 0.1411, 0.3076, 0.3255, 0.1394]","[0.1707, 0.2088, 0.2604, 0.1406, 0.2195]","[0.0283, 0.0932, 0.3405, 0.4594, 0.0786]",3436,1409,1925,0.1798,
W54,ECON5_k,ECON5_k_W54. Do you think the country’s current economic conditions are helping or hurting the following groups? People with college degrees,5,"[""Helping a lot"", ""Helping a little"", ""Hurting a little"", ""Hurting a lot"", ""Neither helping nor hurting""]","[0.1867, 0.3386, 0.2162, 0.0808, 0.1776]","[0.2201, 0.3396, 0.146, 0.054, 0.2403]","[0.1665, 0.3435, 0.2642, 0.1003, 0.1255]",3436,1409,1925,0.0716,
W54,ECIMPa,ECIMPa_W54. How much power and influence do you think each of the following have in Today’S Economy? Politicians,3,"[""Too much power and influence"", ""Not enough power and influence"", ""About the right amount""]","[0.8456, 0.0459, 0.1085]","[0.879, 0.0246, 0.0964]","[0.8207, 0.0626, 0.1167]",6878,2866,3801,0.0393,
W54,ECIMPb,ECIMPb_W54. How much power and influence do you think each of the following have in Today’S Economy? Technology companies,3,"[""Too much power and influence"", ""Not enough power and influence"", ""About the right amount""]","[0.6356, 0.0629, 0.3016]","[0.6302, 0.0543, 0.3155]","[0.644, 0.0669, 0.2891]",3442,1457,1876,0.0201,
W54,ECIMPc,ECIMPc_W54. How much power and influence do you think each of the following have in Today’S Economy? Labor unions,3,"[""Too much power and influence"", ""Not enough power and influence"", ""About the right amount""]","[0.3055, 0.3796, 0.315]","[0.508, 0.1575, 0.3345]","[0.1502, 0.5516, 0.2982]",3442,1457,1876,0.1971,
W54,ECIMPd,ECIMPd_W54. How much power and influence do you think each of the following have in Today’S Economy? Banks and other financial institutions,3,"[""Too much power and influence"", ""Not enough power and influence"", ""About the right amount""]","[0.6525, 0.0466, 0.3009]","[0.5378, 0.0326, 0.4297]","[0.7452, 0.0547, 0.2001]",3442,1457,1876,0.2185,
W54,ECIMPe,ECIMPe_W54. How much power and influence do you think each of the following have in Today’S Economy? Small businesses,3,"[""Too much power and influence"", ""Not enough power and influence"", ""About the right amount""]","[0.029, 0.7408, 0.2301]","[0.0157, 0.7301, 0.2541]","[0.0396, 0.7475, 0.2128]",3436,1409,1925,0.0326,
W54,ECIMPf,ECIMPf_W54. How much power and influence do you think each of the following have in Today’S Economy? Large corporations,3,"[""Too much power and influence"", ""Not enough power and influence"", ""About the right amount""]","[0.8352, 0.022, 0.1428]","[0.6963, 0.0272, 0.2765]","[0.9353, 0.0193, 0.0454]",3436,1409,1925,0.2351,
W54,ECIMPg,ECIMPg_W54. How much power and influence do you think each of the following have in Today’S Economy? People who are wealthy,3,"[""Too much power and influence"", ""Not enough power and influence"", ""About the right amount""]","[0.8312, 0.0208, 0.148]","[0.6776, 0.0236, 0.2988]","[0.9395, 0.0193, 0.0412]",3436,1409,1925,0.2597,
W54,ECIMPh,ECIMPh_W54. How much power and influence do you think each of the following have in Today’S Economy? People who are poor,3,"[""Too much power and influence"", ""Not enough power and influence"", ""About the right amount""]","[0.0556, 0.7571, 0.1872]","[0.1088, 0.5303, 0.361]","[0.0188, 0.9164, 0.0648]",3436,1409,1925,0.1931,
W54,ECIMPi,ECIMPi_W54. How much power and influence do you think each of the following have in Today’S Economy? The middle class,3,"[""Too much power and influence"", ""Not enough power and influence"", ""About the right amount""]","[0.0329, 0.7508, 0.2163]","[0.0194, 0.6793, 0.3013]","[0.0413, 0.8031, 0.1556]",3436,1409,1925,0.0838,
W54,ECIMPj,ECIMPj_W54. How much power and influence do you think each of the following have in Today’S Economy? Health insurance companies,3,"[""Too much power and influence"", ""Not enough power and influence"", ""About the right amount""]","[0.7909, 0.0695, 0.1396]","[0.7323, 0.0548, 0.2129]","[0.8365, 0.0788, 0.0847]",3442,1457,1876,0.1162,
W54,YOUTHSPORT,"Thinking about the effect that Competitive Youth Sports are having on U.S. society, overall would you say that it is…",4,"[""Very positive"", ""Somewhat positive"", ""Somewhat negative"", ""Very negative""]","[0.1947, 0.553, 0.2121, 0.0402]","[0.2049, 0.529, 0.2204, 0.0457]","[0.185, 0.5751, 0.2039, 0.036]",6878,2866,3801,0.0186,
W54,PROFSPORT,"Thinking about the effect that Professional Sports are having on U.S. society, overall would you say that it is…",4,"[""Very positive"", ""Somewhat positive"", ""Somewhat negative"", ""Very negative""]","[0.0856, 0.4427, 0.3607, 0.111]","[0.0619, 0.353, 0.4156, 0.1694]","[0.1014, 0.5132, 0.3187, 0.0667]",6878,2866,3801,0.114,
W54,SPEAKOUT,"How acceptable, if at all, do you think it is for professional athletes to speak out publicly about political issues?",4,"[""Very acceptable"", ""Somewhat acceptable"", ""Not too acceptable"", ""Not at all acceptable""]","[0.374, 0.2823, 0.1772, 0.1665]","[0.1121, 0.2707, 0.285, 0.3323]","[0.5756, 0.2856, 0.0967, 0.0421]",6878,2866,3801,0.4107,
W54,SPORTPOL,"How important is it to you, if at all, that professional athletes who you support share your political views?",5,"[""Very important"", ""Somewhat important"", ""Not too important"", ""Not at all important"", ""Do not follow professional sports""]","[0.0596, 0.1476, 0.2371, 0.3153, 0.2404]","[0.0378, 0.1037, 0.219, 0.4061, 0.2334]","[0.0771, 0.1819, 0.2548, 0.2474, 0.2389]",6878,2866,3801,0.0789,
W54,WORRY2a,"WORRY2a_W54. How often, if ever, do you worry about each of the following? The amount of debt you have",5,"[""Every day"", ""Almost every day"", ""Sometimes"", ""Rarely"", ""Never""]","[0.217, 0.1529, 0.2667, 0.1784, 0.1851]","[0.1658, 0.144, 0.2764, 0.196, 0.2178]","[0.2511, 0.1608, 0.2574, 0.1668, 0.1639]",6878,2866,3801,0.081,
W54,WORRY2b,"WORRY2b_W54. How often, if ever, do you worry about each of the following? Losing your job",5,"[""Every day"", ""Almost every day"", ""Sometimes"", ""Rarely"", ""Never""]","[0.1001, 0.0781, 0.2873, 0.3098, 0.2246]","[0.0746, 0.0591, 0.2691, 0.331, 0.2662]","[0.1161, 0.0911, 0.3003, 0.2958, 0.1968]",4317,1757,2428,0.0723,
W54,WORRY2c,"WORRY2c_W54. How often, if ever, do you worry about each of the following? Paying your bills",5,"[""Every day"", ""Almost every day"", ""Sometimes"", ""Rarely"", ""Never""]","[0.203, 0.1444, 0.2871, 0.2192, 0.1463]","[0.1622, 0.1268, 0.29, 0.2494, 0.1716]","[0.2264, 0.1582, 0.2833, 0.2015, 0.1307]",6878,2866,3801,0.0724,
W54,WORRY2d,"WORRY2d_W54. How often, if ever, do you worry about each of the following? The cost of health care for you and your family",5,"[""Every day"", ""Almost every day"", ""Sometimes"", ""Rarely"", ""Never""]","[0.1908, 0.1636, 0.3781, 0.1745, 0.0931]","[0.1542, 0.1394, 0.4022, 0.1876, 0.1166]","[0.2131, 0.1816, 0.363, 0.1663, 0.0759]",6878,2866,3801,0.0657,
W54,WORRY2e,"WORRY2e_W54. How often, if ever, do you worry about each of the following? Being able to save enough for your retirement",5,"[""Every day"", ""Almost every day"", ""Sometimes"", ""Rarely"", ""Never""]","[0.2374, 0.1855, 0.3348, 0.1333, 0.1091]","[0.2019, 0.1667, 0.353, 0.1468, 0.1315]","[0.259, 0.2011, 0.3241, 0.1232, 0.0926]",6878,2866,3801,0.0625,
W54,FINANCEa,FINANCEa_W54. Do you have any of the following types of savings or investment accounts? A savings account,2,"[""Yes, have this"", ""No, do not have this""]","[0.7619, 0.2381]","[0.785, 0.215]","[0.7547, 0.2453]",6878,2866,3801,0.0303,
W54,FINANCEb,"FINANCEb_W54. Do you have any of the following types of savings or investment accounts? An IRA, 401K or a similar kind of retirement account",2,"[""Yes, have this"", ""No, do not have this""]","[0.6608, 0.3392]","[0.6935, 0.3065]","[0.6485, 0.3515]",6878,2866,3801,0.0449,
W54,FINANCEc,"FINANCEc_W54. Do you have any of the following types of savings or investment accounts? Personal investments in stocks, bonds or mutual funds other than those held in an IRA or 401K",2,"[""Yes, have this"", ""No, do not have this""]","[0.4325, 0.5675]","[0.4781, 0.5219]","[0.4094, 0.5906]",6878,2866,3801,0.0687,
W54,DEBTa,DEBTa_W54. Do you have any of the following types of loans or debt? Credit card debt,2,"[""Yes, have this"", ""No, do not have this""]","[0.529, 0.471]","[0.5143, 0.4857]","[0.5362, 0.4638]",6878,2866,3801,0.0219,
W54,DEBTb,DEBTb_W54. Do you have any of the following types of loans or debt? Car loan,2,"[""Yes, have this"", ""No, do not have this""]","[0.4142, 0.5858]","[0.4367, 0.5633]","[0.398, 0.602]",6878,2866,3801,0.0387,
W54,DEBTc,DEBTc_W54. Do you have any of the following types of loans or debt? Student loans,2,"[""Yes, have this"", ""No, do not have this""]","[0.2397, 0.7603]","[0.187, 0.813]","[0.2817, 0.7183]",6878,2866,3801,0.0947,
